r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time
9.492543339729309082e-01,8.977013826370239258e-01,4.422707259654998779e-01,6.044738888740539551e-01,8.296819686889648438e+00,9.166666984558105469e+00,0.000000000000000000e+00,7.870000000000000000e+02,8.000000000000000000e+00,5.980000000000000000e+02,6.000000000000000000e+00,1.108128055930137634e-01,8.129878342151641846e-02,7.170000076293945312e-01,0.000000000000000000e+00,5.058600306510925293e-01,1.114661941528320312e+02
9.492543339729309082e-01,9.492499828338623047e-01,4.496445953845977783e-01,7.708019614219665527e-01,8.046296119689941406e+00,1.172727298736572266e+01,0.000000000000000000e+00,7.610000000000000000e+02,1.100000000000000000e+01,5.760000000000000000e+02,9.000000000000000000e+00,1.087734773755073547e-01,7.813394069671630859e-02,6.759999990463256836e-01,0.000000000000000000e+00,5.385312438011169434e-01,1.165400543212890625e+02
9.492543339729309082e-01,8.977013826370239258e-01,4.512571394443511963e-01,8.285084962844848633e-01,8.312500000000000000e+00,1.289999961853027344e+01,0.000000000000000000e+00,7.740000000000000000e+02,1.000000000000000000e+01,5.980000000000000000e+02,1.000000000000000000e+01,1.072832718491554260e-01,8.416841179132461548e-02,6.800000071525573730e-01,0.000000000000000000e+00,6.990311145782470703e-01,1.210587997436523438e+02
9.492543339729309082e-01,9.213854074478149414e-01,4.497273862361907959e-01,7.719834446907043457e-01,8.590361595153808594e+00,1.330000019073486328e+01,0.000000000000000000e+00,7.850000000000000000e+02,1.000000000000000000e+01,5.820000000000000000e+02,1.000000000000000000e+01,1.062342971563339233e-01,7.886327058076858521e-02,6.679999828338623047e-01,0.000000000000000000e+00,5.275942683219909668e-01,1.259269943237304688e+02
9.492543339729309082e-01,9.492499828338623047e-01,4.631874859333038330e-01,8.929581046104431152e-01,8.024096488952636719e+00,1.300000000000000000e+01,0.000000000000000000e+00,7.580000000000000000e+02,1.000000000000000000e+01,5.610000000000000000e+02,9.000000000000000000e+00,1.044862270355224609e-01,7.229960709810256958e-02,6.679999828338623047e-01,0.000000000000000000e+00,8.728313446044921875e-01,1.309080047607421875e+02
9.692342281341552734e-01,9.692342281341552734e-01,4.614672362804412842e-01,8.951229453086853027e-01,8.579411506652832031e+00,1.260000038146972656e+01,0.000000000000000000e+00,7.580000000000000000e+02,1.000000000000000000e+01,5.720000000000000000e+02,1.000000000000000000e+01,1.052538380026817322e-01,7.496520876884460449e-02,6.600000262260437012e-01,0.000000000000000000e+00,8.516421318054199219e-01,1.356803436279296875e+02
9.692342281341552734e-01,9.692342281341552734e-01,4.633983373641967773e-01,8.710606098175048828e-01,8.751612663269042969e+00,1.272727298736572266e+01,0.000000000000000000e+00,7.630000000000000000e+02,1.100000000000000000e+01,5.690000000000000000e+02,1.100000000000000000e+01,1.041286438703536987e-01,8.190432190895080566e-02,6.899999976158142090e-01,0.000000000000000000e+00,8.135263919830322266e-01,1.406503753662109375e+02
9.692342281341552734e-01,9.692342281341552734e-01,4.619586467742919922e-01,8.917172551155090332e-01,8.623656272888183594e+00,1.219999980926513672e+01,0.000000000000000000e+00,7.880000000000000000e+02,1.000000000000000000e+01,5.730000000000000000e+02,1.000000000000000000e+01,1.040873602032661438e-01,6.952542066574096680e-02,6.280000209808349609e-01,0.000000000000000000e+00,8.635388612747192383e-01,1.460157623291015625e+02
9.692342281341552734e-01,8.884467482566833496e-01,4.593264460563659668e-01,8.669443726539611816e-01,8.661290168762207031e+00,1.550000000000000000e+01,0.000000000000000000e+00,7.790000000000000000e+02,1.000000000000000000e+01,6.040000000000000000e+02,1.000000000000000000e+01,1.035389751195907593e-01,7.800294458866119385e-02,6.280000209808349609e-01,0.000000000000000000e+00,8.455484509468078613e-01,1.505494995117187500e+02
9.692342281341552734e-01,8.958155512809753418e-01,4.571490883827209473e-01,8.765531182289123535e-01,8.449591636657714844e+00,1.389999961853027344e+01,0.000000000000000000e+00,7.570000000000000000e+02,1.000000000000000000e+01,5.780000000000000000e+02,1.000000000000000000e+01,1.027861312031745911e-01,7.490850985050201416e-02,6.330000162124633789e-01,0.000000000000000000e+00,8.309060931205749512e-01,1.553807525634765625e+02
9.692342281341552734e-01,9.692342281341552734e-01,4.682018160820007324e-01,9.064542651176452637e-01,8.534818649291992188e+00,1.169999980926513672e+01,0.000000000000000000e+00,7.640000000000000000e+02,1.000000000000000000e+01,5.730000000000000000e+02,1.000000000000000000e+01,1.021562591195106506e-01,6.254424899816513062e-02,6.409999728202819824e-01,0.000000000000000000e+00,8.734729886054992676e-01,1.603278045654296875e+02
9.692342281341552734e-01,9.592421054840087891e-01,4.703882932662963867e-01,9.051667451858520508e-01,8.239999771118164062e+00,1.210000038146972656e+01,0.000000000000000000e+00,7.420000000000000000e+02,1.000000000000000000e+01,5.370000000000000000e+02,1.000000000000000000e+01,1.016025841236114502e-01,6.821472942829132080e-02,6.250000000000000000e-01,0.000000000000000000e+00,8.798375129699707031e-01,1.649823455810546875e+02
9.692342281341552734e-01,9.692342281341552734e-01,4.718193113803863525e-01,9.153947234153747559e-01,8.765463829040527344e+00,1.039999961853027344e+01,0.000000000000000000e+00,7.590000000000000000e+02,1.000000000000000000e+01,5.760000000000000000e+02,9.000000000000000000e+00,1.055339649319648743e-01,6.924615800380706787e-02,6.119999885559082031e-01,0.000000000000000000e+00,8.951106667518615723e-01,1.700482177734375000e+02
9.692342281341552734e-01,9.492499828338623047e-01,4.799174368381500244e-01,9.055984616279602051e-01,8.920424461364746094e+00,1.380000019073486328e+01,0.000000000000000000e+00,7.460000000000000000e+02,1.000000000000000000e+01,5.640000000000000000e+02,1.000000000000000000e+01,1.058101356029510498e-01,7.156142592430114746e-02,6.230000257492065430e-01,0.000000000000000000e+00,8.875869512557983398e-01,1.749862976074218750e+02
9.692342281341552734e-01,9.692342281341552734e-01,4.802084863185882568e-01,8.982876539230346680e-01,8.989898681640625000e+00,1.210000038146972656e+01,0.000000000000000000e+00,7.530000000000000000e+02,1.000000000000000000e+01,5.540000000000000000e+02,1.000000000000000000e+01,1.072747707366943359e-01,7.047577202320098877e-02,6.039999723434448242e-01,0.000000000000000000e+00,8.791921138763427734e-01,1.797486572265625000e+02
