r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time
8.702602386474609375e-01,8.625918030738830566e-01,4.275722801685333252e-01,6.044106483459472656e-01,7.075075149536132812e+00,9.899999618530273438e+00,0.000000000000000000e+00,8.590000000000000000e+02,8.000000000000000000e+00,7.490000000000000000e+02,6.000000000000000000e+00,7.595695257186889648e-01,6.635861396789550781e-01,6.669999957084655762e-01,0.000000000000000000e+00,5.118053555488586426e-01,1.249335861206054688e+02
8.702602386474609375e-01,8.631911873817443848e-01,4.342711865901947021e-01,6.907778382301330566e-01,7.330623149871826172e+00,1.839999961853027344e+01,0.000000000000000000e+00,8.510000000000000000e+02,1.000000000000000000e+01,7.360000000000000000e+02,1.000000000000000000e+01,7.283558249473571777e-01,6.409898996353149414e-01,6.309999823570251465e-01,0.000000000000000000e+00,5.211663246154785156e-01,1.376352081298828125e+02
8.702602386474609375e-01,8.588808774948120117e-01,4.325364232063293457e-01,5.680280923843383789e-01,7.066489219665527344e+00,7.428571224212646484e+00,0.000000000000000000e+00,8.420000000000000000e+02,9.000000000000000000e+00,7.190000000000000000e+02,7.000000000000000000e+00,6.595600247383117676e-01,5.815994739532470703e-01,6.219999790191650391e-01,0.000000000000000000e+00,5.123035311698913574e-01,1.503558044433593750e+02
8.702602386474609375e-01,8.679791688919067383e-01,4.364581108093261719e-01,7.255488634109497070e-01,7.338308334350585938e+00,1.419999980926513672e+01,0.000000000000000000e+00,8.510000000000000000e+02,1.000000000000000000e+01,7.270000000000000000e+02,1.000000000000000000e+01,5.442081093788146973e-01,4.240190088748931885e-01,5.979999899864196777e-01,0.000000000000000000e+00,5.472889542579650879e-01,1.643613433837890625e+02
8.702602386474609375e-01,8.636395931243896484e-01,4.370104074478149414e-01,7.864376306533813477e-01,7.690045356750488281e+00,1.530000019073486328e+01,0.000000000000000000e+00,8.330000000000000000e+02,1.000000000000000000e+01,6.860000000000000000e+02,1.000000000000000000e+01,3.609201610088348389e-01,2.716111838817596436e-01,5.580000281333923340e-01,0.000000000000000000e+00,5.648233294486999512e-01,1.775401916503906250e+02
8.702602386474609375e-01,8.608880639076232910e-01,4.440805613994598389e-01,8.476247787475585938e-01,7.610101222991943359e+00,1.239999961853027344e+01,0.000000000000000000e+00,8.100000000000000000e+02,1.000000000000000000e+01,6.670000000000000000e+02,1.000000000000000000e+01,1.940844058990478516e-01,1.347124427556991577e-01,5.049999952316284180e-01,0.000000000000000000e+00,8.155653476715087891e-01,1.914988098144531250e+02
8.724088072776794434e-01,8.724088072776794434e-01,4.463786780834197998e-01,8.607133030891418457e-01,7.762237548828125000e+00,1.500000000000000000e+01,0.000000000000000000e+00,7.940000000000000000e+02,1.000000000000000000e+01,6.390000000000000000e+02,1.000000000000000000e+01,1.332302391529083252e-01,9.082590043544769287e-02,4.280000030994415283e-01,0.000000000000000000e+00,8.489291071891784668e-01,2.039039001464843750e+02
8.724088072776794434e-01,8.641467094421386719e-01,4.507734179496765137e-01,8.560428023338317871e-01,7.942623138427734375e+00,1.430000019073486328e+01,0.000000000000000000e+00,8.020000000000000000e+02,1.000000000000000000e+01,6.510000000000000000e+02,1.000000000000000000e+01,1.124198362231254578e-01,7.599737495183944702e-02,3.899999856948852539e-01,0.000000000000000000e+00,8.511784076690673828e-01,2.171456604003906250e+02
8.724088072776794434e-01,8.651617765426635742e-01,4.482919275760650635e-01,8.580932021141052246e-01,7.889415264129638672e+00,1.400000000000000000e+01,0.000000000000000000e+00,7.920000000000000000e+02,1.000000000000000000e+01,6.210000000000000000e+02,1.000000000000000000e+01,1.004507839679718018e-01,7.213717699050903320e-02,3.670000135898590088e-01,0.000000000000000000e+00,8.548303842544555664e-01,2.293001708984375000e+02
8.724088072776794434e-01,8.588808774948120117e-01,4.496520757675170898e-01,8.566817045211791992e-01,7.817204475402832031e+00,1.360000038146972656e+01,0.000000000000000000e+00,7.860000000000000000e+02,1.000000000000000000e+01,6.250000000000000000e+02,1.000000000000000000e+01,9.294019639492034912e-02,6.671024858951568604e-02,3.490000069141387939e-01,0.000000000000000000e+00,8.531470894813537598e-01,2.406559448242187500e+02
8.724088072776794434e-01,8.594837784767150879e-01,4.540609121322631836e-01,8.577952980995178223e-01,7.604430198669433594e+00,1.380000019073486328e+01,0.000000000000000000e+00,7.940000000000000000e+02,1.000000000000000000e+01,6.190000000000000000e+02,1.000000000000000000e+01,8.799857646226882935e-02,6.815367192029953003e-02,3.680000007152557373e-01,0.000000000000000000e+00,8.571579456329345703e-01,2.512120208740234375e+02
8.724088072776794434e-01,8.595376610755920410e-01,4.524597823619842529e-01,8.576310873031616211e-01,7.610946655273437500e+00,1.483333301544189453e+01,0.000000000000000000e+00,7.790000000000000000e+02,1.200000000000000000e+01,5.930000000000000000e+02,1.100000000000000000e+01,8.519689738750457764e-02,7.295176386833190918e-02,3.240000009536743164e-01,0.000000000000000000e+00,8.554350137710571289e-01,2.614346313476562500e+02
8.724088072776794434e-01,8.588808178901672363e-01,4.535109400749206543e-01,8.563342690467834473e-01,7.843517303466796875e+00,1.700000000000000000e+01,0.000000000000000000e+00,7.840000000000000000e+02,1.000000000000000000e+01,5.920000000000000000e+02,1.000000000000000000e+01,8.308862894773483276e-02,7.686337083578109741e-02,3.289999961853027344e-01,0.000000000000000000e+00,8.545735478401184082e-01,2.716292724609375000e+02
8.724088072776794434e-01,8.594837784767150879e-01,4.512308835983276367e-01,8.575536608695983887e-01,7.743666172027587891e+00,1.600000000000000000e+01,0.000000000000000000e+00,7.670000000000000000e+02,1.000000000000000000e+01,5.640000000000000000e+02,1.000000000000000000e+01,8.264149725437164307e-02,6.723867356777191162e-02,3.289999961853027344e-01,0.000000000000000000e+00,8.554349541664123535e-01,2.805779113769531250e+02
8.724088072776794434e-01,8.598227500915527344e-01,4.566487669944763184e-01,8.560940623283386230e-01,7.900000095367431641e+00,1.725000000000000000e+01,0.000000000000000000e+00,7.550000000000000000e+02,1.200000000000000000e+01,5.560000000000000000e+02,1.200000000000000000e+01,8.336507529020309448e-02,8.048343658447265625e-02,3.100000023841857910e-01,0.000000000000000000e+00,8.537120819091796875e-01,2.888486328125000000e+02
8.724088072776794434e-01,8.665912151336669922e-01,4.579328596591949463e-01,8.596603274345397949e-01,7.283513069152832031e+00,1.410000038146972656e+01,0.000000000000000000e+00,7.390000000000000000e+02,1.000000000000000000e+01,5.170000000000000000e+02,1.000000000000000000e+01,8.131404221057891846e-02,6.875969469547271729e-02,3.510000109672546387e-01,0.000000000000000000e+00,8.554350137710571289e-01,2.967759094238281250e+02
8.724088072776794434e-01,8.599647283554077148e-01,4.563672840595245361e-01,8.579974174499511719e-01,7.578009128570556641e+00,1.519999980926513672e+01,0.000000000000000000e+00,7.290000000000000000e+02,1.000000000000000000e+01,5.090000000000000000e+02,1.000000000000000000e+01,8.177061378955841064e-02,6.717064976692199707e-02,3.269999921321868896e-01,0.000000000000000000e+00,8.562369346618652344e-01,3.047770996093750000e+02
8.724088072776794434e-01,8.588808774948120117e-01,4.567289054393768311e-01,8.559340238571166992e-01,7.748169898986816406e+00,1.400000000000000000e+01,0.000000000000000000e+00,7.540000000000000000e+02,1.000000000000000000e+01,5.400000000000000000e+02,8.000000000000000000e+00,8.256503939628601074e-02,7.041208446025848389e-02,3.170000016689300537e-01,0.000000000000000000e+00,8.534806370735168457e-01,3.130028991699218750e+02
8.724088072776794434e-01,8.641608953475952148e-01,4.557670056819915771e-01,8.571265339851379395e-01,7.599099159240722656e+00,1.466666698455810547e+01,0.000000000000000000e+00,7.580000000000000000e+02,1.200000000000000000e+01,5.400000000000000000e+02,1.200000000000000000e+01,8.318435400724411011e-02,7.044299691915512085e-02,3.339999914169311523e-01,0.000000000000000000e+00,8.537120819091796875e-01,3.209231872558593750e+02
8.724088072776794434e-01,8.651617765426635742e-01,4.606096148490905762e-01,8.601751327514648438e-01,7.712408542633056641e+00,1.033333301544189453e+01,0.000000000000000000e+00,7.670000000000000000e+02,1.100000000000000000e+01,5.480000000000000000e+02,8.000000000000000000e+00,8.475049585103988647e-02,6.183047592639923096e-02,3.149999976158142090e-01,0.000000000000000000e+00,8.588808178901672363e-01,3.290751037597656250e+02
