r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time
9.551628828048706055e-01,9.551628828048706055e-01,4.577091038227081299e-01,9.451500177383422852e-01,8.289091110229492188e+00,1.350000000000000000e+01,0.000000000000000000e+00,8.490000000000000000e+02,1.000000000000000000e+01,6.590000000000000000e+02,9.000000000000000000e+00,1.696367710828781128e-01,1.150473132729530334e-01,4.499999880790710449e-01,0.000000000000000000e+00,9.404212236404418945e-01,2.309165649414062500e+02
9.551628828048706055e-01,9.459445476531982422e-01,4.518940448760986328e-01,9.326955676078796387e-01,7.955882549285888672e+00,1.519999980926513672e+01,0.000000000000000000e+00,8.210000000000000000e+02,1.000000000000000000e+01,6.340000000000000000e+02,1.000000000000000000e+01,1.815097332000732422e-01,1.144477128982543945e-01,4.560000002384185791e-01,0.000000000000000000e+00,9.239631891250610352e-01,2.425758666992187500e+02
9.551628828048706055e-01,9.478132128715515137e-01,4.513452947139739990e-01,9.374629259109497070e-01,7.883977890014648438e+00,1.289999961853027344e+01,0.000000000000000000e+00,8.280000000000000000e+02,1.000000000000000000e+01,6.400000000000000000e+02,8.000000000000000000e+00,1.963633298873901367e-01,1.276961266994476318e-01,4.569999873638153076e-01,0.000000000000000000e+00,9.212127327919006348e-01,2.533615722656250000e+02
9.551628828048706055e-01,9.404212236404418945e-01,4.574185311794281006e-01,9.331818819046020508e-01,8.628942489624023438e+00,1.419999980926513672e+01,0.000000000000000000e+00,8.350000000000000000e+02,1.000000000000000000e+01,6.820000000000000000e+02,1.000000000000000000e+01,2.054353803396224976e-01,1.596212089061737061e-01,4.609999954700469971e-01,0.000000000000000000e+00,9.232087731361389160e-01,2.650388488769531250e+02
9.551628828048706055e-01,9.512424468994140625e-01,4.494770765304565430e-01,9.437586069107055664e-01,8.584642410278320312e+00,1.629999923706054688e+01,0.000000000000000000e+00,8.290000000000000000e+02,1.000000000000000000e+01,6.580000000000000000e+02,1.000000000000000000e+01,2.138768434524536133e-01,1.440136134624481201e-01,4.269999861717224121e-01,0.000000000000000000e+00,9.265327453613281250e-01,2.765383911132812500e+02
9.551628828048706055e-01,9.502528905868530273e-01,4.539028108119964600e-01,9.427469372749328613e-01,8.352530479431152344e+00,1.560000038146972656e+01,0.000000000000000000e+00,8.410000000000000000e+02,1.000000000000000000e+01,6.720000000000000000e+02,1.000000000000000000e+01,2.182550877332687378e-01,1.442912071943283081e-01,4.269999861717224121e-01,0.000000000000000000e+00,9.385552406311035156e-01,2.883484497070312500e+02
9.553890824317932129e-01,9.553890824317932129e-01,4.591557681560516357e-01,9.407963156700134277e-01,7.893656730651855469e+00,1.419999980926513672e+01,0.000000000000000000e+00,8.220000000000000000e+02,1.000000000000000000e+01,6.530000000000000000e+02,1.000000000000000000e+01,2.256417423486709595e-01,1.483277082443237305e-01,4.639999866485595703e-01,0.000000000000000000e+00,9.229418039321899414e-01,2.995934143066406250e+02
9.553890824317932129e-01,9.513230323791503906e-01,4.595842659473419189e-01,9.409634470939636230e-01,8.595323562622070312e+00,1.500000000000000000e+01,0.000000000000000000e+00,8.250000000000000000e+02,1.000000000000000000e+01,6.540000000000000000e+02,1.000000000000000000e+01,2.244105786085128784e-01,1.451743841171264648e-01,4.440000057220458984e-01,0.000000000000000000e+00,9.271932840347290039e-01,3.108513488769531250e+02
9.589400887489318848e-01,9.589400887489318848e-01,4.576780796051025391e-01,9.410985708236694336e-01,8.685981750488281250e+00,1.660000038146972656e+01,0.000000000000000000e+00,8.420000000000000000e+02,1.000000000000000000e+01,6.710000000000000000e+02,1.000000000000000000e+01,2.223348766565322876e-01,1.603857874870300293e-01,4.650000035762786865e-01,0.000000000000000000e+00,9.278517961502075195e-01,3.234101867675781250e+02
9.589400887489318848e-01,9.506796002388000488e-01,4.500133097171783447e-01,9.322461485862731934e-01,8.064271926879882812e+00,1.810000038146972656e+01,0.000000000000000000e+00,8.360000000000000000e+02,1.000000000000000000e+01,6.410000000000000000e+02,1.000000000000000000e+01,2.176102697849273682e-01,1.525921672582626343e-01,4.709999859333038330e-01,0.000000000000000000e+00,9.222140908241271973e-01,3.353590393066406250e+02
