r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time
9.793826341629028320e-01,9.613252878189086914e-01,4.670408368110656738e-01,9.452148079872131348e-01,8.996124267578125000e+00,1.639999961853027344e+01,0.000000000000000000e+00,8.360000000000000000e+02,1.000000000000000000e+01,6.990000000000000000e+02,1.000000000000000000e+01,1.601085215806961060e-01,1.073718219995498657e-01,4.839999973773956299e-01,0.000000000000000000e+00,9.324532151222229004e-01,1.348796386718750000e+02
9.793826341629028320e-01,9.774159789085388184e-01,4.705650210380554199e-01,9.583026170730590820e-01,9.142585754394531250e+00,1.650000000000000000e+01,0.000000000000000000e+00,8.380000000000000000e+02,1.000000000000000000e+01,7.010000000000000000e+02,1.000000000000000000e+01,1.560696363449096680e-01,1.021562889218330383e-01,4.740000069141387939e-01,0.000000000000000000e+00,9.497601389884948730e-01,1.463582153320312500e+02
9.793826341629028320e-01,9.638847112655639648e-01,4.628029167652130127e-01,9.517735838890075684e-01,8.945179939270019531e+00,1.439999961853027344e+01,0.000000000000000000e+00,8.330000000000000000e+02,1.000000000000000000e+01,6.960000000000000000e+02,1.000000000000000000e+01,1.543655544519424438e-01,1.034577116370201111e-01,4.709999859333038330e-01,0.000000000000000000e+00,9.387651681900024414e-01,1.588441925048828125e+02
9.793826341629028320e-01,9.638847112655639648e-01,4.752335846424102783e-01,9.549562931060791016e-01,8.401905059814453125e+00,1.469999980926513672e+01,0.000000000000000000e+00,7.970000000000000000e+02,1.000000000000000000e+01,6.590000000000000000e+02,1.000000000000000000e+01,1.517586559057235718e-01,1.082065999507904053e-01,4.749999940395355225e-01,0.000000000000000000e+00,9.497234225273132324e-01,1.693593139648437500e+02
9.793826341629028320e-01,9.622933864593505859e-01,4.677264690399169922e-01,9.548787474632263184e-01,8.594746589660644531e+00,1.610000038146972656e+01,0.000000000000000000e+00,8.050000000000000000e+02,1.000000000000000000e+01,6.520000000000000000e+02,1.000000000000000000e+01,1.505131572484970093e-01,1.005322560667991638e-01,4.670000076293945312e-01,0.000000000000000000e+00,9.481914043426513672e-01,1.805104370117187500e+02
9.793826341629028320e-01,9.624436497688293457e-01,4.724062383174896240e-01,9.523298144340515137e-01,9.193916320800781250e+00,1.700000000000000000e+01,0.000000000000000000e+00,8.530000000000000000e+02,1.000000000000000000e+01,7.140000000000000000e+02,1.000000000000000000e+01,1.495653092861175537e-01,1.043626144528388977e-01,4.740000069141387939e-01,0.000000000000000000e+00,9.473023414611816406e-01,1.926160125732421875e+02
9.793826341629028320e-01,9.793826341629028320e-01,4.669933915138244629e-01,9.556573629379272461e-01,8.935970306396484375e+00,1.480000019073486328e+01,0.000000000000000000e+00,8.300000000000000000e+02,1.000000000000000000e+01,6.780000000000000000e+02,1.000000000000000000e+01,1.491113007068634033e-01,9.975551813840866089e-02,4.690000116825103760e-01,0.000000000000000000e+00,9.395016431808471680e-01,2.033957214355468750e+02
9.793826341629028320e-01,9.783993363380432129e-01,4.807608127593994141e-01,9.591327309608459473e-01,9.288256645202636719e+00,1.610000038146972656e+01,0.000000000000000000e+00,8.520000000000000000e+02,1.000000000000000000e+01,7.110000000000000000e+02,1.000000000000000000e+01,1.482759267091751099e-01,9.760646522045135498e-02,4.379999935626983643e-01,0.000000000000000000e+00,9.526325464248657227e-01,2.149581756591796875e+02
9.793826341629028320e-01,9.744668602943420410e-01,4.804681241512298584e-01,9.584963321685791016e-01,9.230476379394531250e+00,1.689999961853027344e+01,0.000000000000000000e+00,8.320000000000000000e+02,1.000000000000000000e+01,6.760000000000000000e+02,1.000000000000000000e+01,1.479142755270004272e-01,1.146814003586769104e-01,4.749999940395355225e-01,0.000000000000000000e+00,9.523708820343017578e-01,2.266034851074218750e+02
9.793826341629028320e-01,9.610944390296936035e-01,4.622607231140136719e-01,9.554849863052368164e-01,8.747169494628906250e+00,1.589999961853027344e+01,0.000000000000000000e+00,8.300000000000000000e+02,1.000000000000000000e+01,6.740000000000000000e+02,1.000000000000000000e+01,1.492321938276290894e-01,1.070538088679313660e-01,4.699999988079071045e-01,0.000000000000000000e+00,9.395232200622558594e-01,2.378943786621093750e+02
9.793826341629028320e-01,9.664110541343688965e-01,4.657236635684967041e-01,9.514528512954711914e-01,8.943924903869628906e+00,1.589999961853027344e+01,0.000000000000000000e+00,8.350000000000000000e+02,1.000000000000000000e+01,6.860000000000000000e+02,9.000000000000000000e+00,1.494727879762649536e-01,9.852481633424758911e-02,4.650000035762786865e-01,0.000000000000000000e+00,9.367398023605346680e-01,2.491812744140625000e+02
9.793826341629028320e-01,9.605835676193237305e-01,4.813435971736907959e-01,9.554270505905151367e-01,9.084778785705566406e+00,1.463636398315429688e+01,0.000000000000000000e+00,8.550000000000000000e+02,1.100000000000000000e+01,7.030000000000000000e+02,9.000000000000000000e+00,1.478789448738098145e-01,1.054719164967536926e-01,4.810000061988830566e-01,0.000000000000000000e+00,9.507175087928771973e-01,2.614416198730468750e+02
9.793826341629028320e-01,9.638847112655639648e-01,4.663136899471282959e-01,9.544785022735595703e-01,8.718574523925781250e+00,1.760000038146972656e+01,0.000000000000000000e+00,8.370000000000000000e+02,1.000000000000000000e+01,6.700000000000000000e+02,1.000000000000000000e+01,1.461793780326843262e-01,1.058011054992675781e-01,4.670000076293945312e-01,0.000000000000000000e+00,9.464856386184692383e-01,2.725148315429687500e+02
9.793826341629028320e-01,9.774736166000366211e-01,4.722199141979217529e-01,9.593031406402587891e-01,9.036562919616699219e+00,1.679999923706054688e+01,0.000000000000000000e+00,8.460000000000000000e+02,1.000000000000000000e+01,6.690000000000000000e+02,1.000000000000000000e+01,1.463736444711685181e-01,1.004793047904968262e-01,4.530000090599060059e-01,0.000000000000000000e+00,9.511172175407409668e-01,2.834732666015625000e+02
9.793826341629028320e-01,9.629781246185302734e-01,4.782972931861877441e-01,9.565635919570922852e-01,9.029250144958496094e+00,1.620000076293945312e+01,0.000000000000000000e+00,8.100000000000000000e+02,1.000000000000000000e+01,6.440000000000000000e+02,1.000000000000000000e+01,1.456607729196548462e-01,1.009618341922760010e-01,4.530000090599060059e-01,0.000000000000000000e+00,9.507175087928771973e-01,2.938875427246093750e+02
9.793826341629028320e-01,9.629169702529907227e-01,4.662682414054870605e-01,9.560387134552001953e-01,8.795992851257324219e+00,1.629999923706054688e+01,0.000000000000000000e+00,8.310000000000000000e+02,1.000000000000000000e+01,6.590000000000000000e+02,1.000000000000000000e+01,1.478782892227172852e-01,9.726312756538391113e-02,4.510000050067901611e-01,0.000000000000000000e+00,9.507175087928771973e-01,3.050646362304687500e+02
9.793826341629028320e-01,9.764326810836791992e-01,4.728824198246002197e-01,9.588404893875122070e-01,8.772128105163574219e+00,1.360000038146972656e+01,0.000000000000000000e+00,8.370000000000000000e+02,1.000000000000000000e+01,6.740000000000000000e+02,1.000000000000000000e+01,1.502495408058166504e-01,9.857815504074096680e-02,4.690000116825103760e-01,0.000000000000000000e+00,9.500973224639892578e-01,3.154569702148437500e+02
9.793826341629028320e-01,9.793826341629028320e-01,4.769244194030761719e-01,9.544913768768310547e-01,9.069158554077148438e+00,1.580000019073486328e+01,0.000000000000000000e+00,8.360000000000000000e+02,1.000000000000000000e+01,6.630000000000000000e+02,1.000000000000000000e+01,1.520882844924926758e-01,9.741906821727752686e-02,4.650000035762786865e-01,0.000000000000000000e+00,9.397122859954833984e-01,3.264093933105468750e+02
