r,count_on_policy,count_off_policy,expression,traversal,nmse_test,success
0.9491099973876213,1,0,0.4177539348602295 * n3_t(n2_t(u1)) + 10.333876609802246 * u1 + -10.757286071777344 * n2_t(u1) + 0.1458074301481247 * n3_t(x1),"add_t,n3_t,n2_t,u1,sub_t,sub_t,u1,n2_t,u1,n3_t,x1",0.00183002,False
0.9489372082552229,1,0,"2.0665838718414307 * u1 + 2.0665838718414307 * u1 + 0.41334810853004456 * n3_t(n2_t(u1)) + 2.0665838718414307 * u1 + 0.08913054317235947 * x1 + -2.688248872756958 * n2_t(add_t(u1,u1)) + 2.0665838718414307 * u1 + 2.0665838718414307 * u1","sub_t,u1,sub_t,add_t,add_t,add_t,u1,add_t,add_t,n3_t,n2_t,u1,u1,x1,n2_t,add_t,u1,u1,u1,u1",0.0015440374,False
0.9489372082552229,1,0,"0.04456527158617973 * x1 + 0.41334810853004456 * n2_t(n3_t(u1)) + -10.752995491027832 * mul_t(u1,u1) + 2.5832300186157227 * u1 + 2.5832300186157227 * u1 + 2.5832300186157227 * u1 + 2.5832300186157227 * u1 + 0.04456527158617973 * x1","sub_t,x1,sub_t,sub_t,sub_t,n2_t,n3_t,u1,mul_t,u1,u1,add_t,sub_t,add_t,u1,u1,u1,u1,x1",0.0015440374,False
0.9485225490701494,1,0,"-5.913034439086914 * mul_t(u1,add_t(u1,u1)) + 0.6365530490875244 * n3_t(u1) + 0.6365530490875244 * n3_t(u1) + 0.04510084167122841 * x1 + 10.530349731445312 * u1 + 0.04510084167122841 * x1","add_t,add_t,mul_t,u1,add_t,u1,u1,sub_t,n3_t,u1,sub_t,sub_t,n3_t,u1,x1,u1,x1",0.0017235556,False
0.9485225490701494,1,0,"0.6365530490875244 * mul_t(u1,n2_t(u1)) + 0.6365530490875244 * n3_t(u1) + 5.265174865722656 * u1 + -11.826068878173828 * n2_t(u1) + 5.265174865722656 * u1 + 0.09020168334245682 * x1","add_t,mul_t,u1,n2_t,u1,add_t,sub_t,add_t,n3_t,u1,u1,n2_t,u1,add_t,u1,x1",0.0017235558,False
0.9485225490701494,1,0,"-11.826068878173828 * n2_t(u1) + 1.2731060981750488 * n3_t(sub_t(add_t(sub_t(u1,u1),add_t(u1,u1)),u1)) + 3.5101165771484375 * u1 + 3.5101165771484375 * u1 + 3.5101165771484375 * u1 + 0.09020168334245682 * x1","sub_t,sub_t,n2_t,u1,n3_t,sub_t,add_t,sub_t,u1,u1,add_t,u1,u1,u1,add_t,u1,sub_t,u1,add_t,u1,x1",0.0017235558,False
0.9485225490701494,1,0,"5.265174865722656 * u1 + 1.2731060981750488 * n3_t(u1) + -5.913034439086914 * mul_t(add_t(u1,u1),u1) + 5.265174865722656 * u1 + 0.04510084167122841 * x1 + 0.04510084167122841 * x1","sub_t,u1,sub_t,add_t,n3_t,u1,mul_t,add_t,u1,u1,u1,add_t,add_t,u1,x1,x1",0.0017235557,False
0.9485225490701494,1,0,0.09020168334245682 * x1 + 3.5101165771484375 * u1 + 1.2731060981750488 * n3_t(u1) + -11.826068878173828 * n2_t(u1) + 3.5101165771484375 * u1 + 3.5101165771484375 * u1,"sub_t,x1,add_t,u1,sub_t,sub_t,n3_t,u1,add_t,n2_t,u1,u1,u1",0.0017235558,False
0.948181647207272,1,0,0.3872869908809662 * n2_t(n3_t(u1)) + 0.01791495457291603 * n3_t(n2_t(n2_t(n2_t(u1)))) + 10.32287311553955 * u1 + -10.729891777038574 * n2_t(u1) + 0.14569425582885742 * n3_t(x1),"add_t,n2_t,n3_t,u1,add_t,add_t,n3_t,n2_t,n2_t,n2_t,u1,u1,add_t,n2_t,u1,n3_t,x1",0.001828006,False
0.9478132228151944,1,0,"0.6875943541526794 * mul_t(u1,n3_t(u1)) + 2.086028575897217 * u1 + 0.08969838172197342 * x1 + 2.086028575897217 * u1 + 2.086028575897217 * u1 + -11.13390827178955 * mul_t(u1,u1) + 2.086028575897217 * u1 + 2.086028575897217 * u1","sub_t,sub_t,mul_t,u1,n3_t,u1,sub_t,add_t,add_t,sub_t,add_t,u1,x1,u1,u1,mul_t,u1,u1,u1,u1",0.0016295495,False
0.947640300686025,1,0,0.019365865737199783 * n3_t(x1) + -11.830215454101562 * n2_t(u1) + 1.2761667966842651 * n3_t(u1) + 10.531560897827148 * u1 + 0.026682870462536812 * x1 + 0.026682870462536812 * x1 + 0.026682870462536812 * x1,"sub_t,add_t,sub_t,add_t,n3_t,x1,sub_t,add_t,n2_t,u1,n3_t,u1,u1,x1,x1,x1",0.0017178361,False
0.9475879261110348,1,0,"-11.828112602233887 * mul_t(u1,u1) + 3.5103745460510254 * u1 + 0.001135755330324173 * diff_t(mul_t(u1,u1),x1) + 1.274387240409851 * n3_t(u1) + 0.09161698073148727 * x1 + 3.5103745460510254 * u1 + 3.5103745460510254 * u1","add_t,sub_t,mul_t,u1,u1,sub_t,add_t,u1,add_t,diff_t,mul_t,u1,u1,x1,n3_t,u1,x1,add_t,u1,u1",0.0017219958,False
0.9475683010328555,1,0,"2.632587432861328 * u1 + -5.913034439086914 * mul_t(u1,add_t(u1,u1)) + 2.632587432861328 * u1 + 2.632587432861328 * u1 + 2.632587432861328 * u1 + 1.2731060981750488 * n3_t(u1) + 0.09020168334245682 * x1","sub_t,sub_t,add_t,u1,mul_t,u1,add_t,u1,u1,u1,sub_t,u1,add_t,u1,sub_t,n3_t,u1,x1",0.0017235557,False
0.9475683010328555,1,0,"-11.826068878173828 * n2_t(u1) + 0.1591382622718811 * n3_t(add_t(u1,u1)) + 2.632587432861328 * u1 + 2.632587432861328 * u1 + 2.632587432861328 * u1 + 2.632587432861328 * u1 + 0.09020168334245682 * x1","add_t,sub_t,sub_t,sub_t,n2_t,u1,n3_t,add_t,u1,u1,u1,u1,add_t,u1,add_t,u1,x1",0.0017235558,False
0.9475683010328555,1,0,"1.2731060981750488 * mul_t(mul_t(u1,u1),u1) + 2.632587432861328 * u1 + -2.956517219543457 * n2_t(add_t(u1,u1)) + 0.09020168334245682 * x1 + 2.632587432861328 * u1 + 2.632587432861328 * u1 + 2.632587432861328 * u1","add_t,sub_t,add_t,mul_t,mul_t,u1,u1,u1,add_t,u1,add_t,add_t,n2_t,add_t,u1,u1,x1,u1,u1,u1",0.0017235557,False
0.9475682976643914,1,0,2.632587432861328 * u1 + 0.09020168334245682 * x1 + 2.632587432861328 * u1 + 1.2731060981750488 * n3_t(u1) + -11.826068878173828 * n2_t(u1) + 2.632587432861328 * u1 + 2.632587432861328 * u1,"sub_t,u1,sub_t,x1,sub_t,sub_t,sub_t,sub_t,u1,n3_t,u1,n2_t,u1,u1,u1",0.001723556,False
0.9474710153305945,1,0,"0.1355830729007721 * n3_t(x1) + 0.05846257135272026 * mul_t(u1,x1) + 1.2682603597640991 * n3_t(u1) + -11.81699275970459 * n2_t(u1) + 10.526162147521973 * u1","sub_t,n3_t,x1,sub_t,add_t,mul_t,u1,x1,add_t,n3_t,u1,n2_t,u1,u1",0.0018867467,False
0.9470348840781034,1,0,"1.3874174356460571 * n3_t(u1) + 2.657006025314331 * u1 + -12.025419235229492 * n2_t(u1) + -0.011219443753361702 * div_t(u1,u1) + 2.657006025314331 * u1 + 2.657006025314331 * u1 + 2.657006025314331 * u1 + 0.09065467119216919 * x1","sub_t,add_t,add_t,n3_t,u1,sub_t,u1,n2_t,u1,add_t,div_t,u1,u1,sub_t,u1,u1,sub_t,u1,x1",0.0016902381,False
0.9468952227770644,1,0,-11.839019775390625 * n2_t(u1) + 0.14757531881332397 * n3_t(x1) + 10.532523155212402 * u1 + 1.284738302230835 * n3_t(u1),"add_t,sub_t,sub_t,n2_t,u1,n3_t,x1,u1,n3_t,u1",0.0020163786,False
0.9468952194235155,1,0,"1.284738302230835 * mul_t(u1,add_t(n2_t(u1),add_t(u1,u1))) + -3.602123975753784 * n2_t(add_t(u1,u1)) + 10.532523155212402 * u1 + 0.14757531881332397 * n3_t(x1)","add_t,add_t,sub_t,mul_t,u1,add_t,n2_t,u1,add_t,u1,u1,n2_t,add_t,u1,u1,u1,n3_t,x1",0.0020163788,False
0.9466140529955617,1,0,-11.826068878173828 * n2_t(u1) + 2.632587432861328 * u1 + 0.6365530490875244 * n3_t(u1) + 2.632587432861328 * u1 + 2.632587432861328 * u1 + 0.6365530490875244 * n3_t(u1) + 2.632587432861328 * u1 + 0.09020168334245682 * x1,"sub_t,sub_t,sub_t,add_t,add_t,n2_t,u1,u1,sub_t,n3_t,u1,u1,u1,n3_t,u1,add_t,u1,x1",0.0017235557,False
0.9466140529955617,1,0,-11.826068878173828 * n2_t(u1) + 3.5101165771484375 * u1 + 0.4243687093257904 * n3_t(u1) + 0.4243687093257904 * n3_t(u1) + 3.5101165771484375 * u1 + 0.4243687093257904 * n3_t(u1) + 3.5101165771484375 * u1 + 0.09020168334245682 * x1,"add_t,n2_t,u1,sub_t,add_t,u1,n3_t,u1,sub_t,sub_t,sub_t,n3_t,u1,u1,n3_t,u1,add_t,u1,x1",0.001723556,False
0.9466140529955617,1,0,-11.826068878173828 * n2_t(u1) + 2.106070041656494 * u1 + 0.09020168334245682 * x1 + 2.106070041656494 * u1 + 1.2731060981750488 * n3_t(u1) + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1,"add_t,sub_t,sub_t,n2_t,u1,sub_t,sub_t,add_t,u1,x1,u1,n3_t,u1,sub_t,u1,u1,u1",0.0017235556,False
0.9466140529955617,1,0,"0.1591382622718811 * n3_t(add_t(u1,u1)) + -11.826068878173828 * n2_t(u1) + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 0.09020168334245682 * x1","sub_t,add_t,add_t,n3_t,add_t,u1,u1,n2_t,u1,add_t,u1,u1,sub_t,u1,add_t,u1,add_t,u1,x1",0.0017235557,False
0.9466140529955617,1,0,"-5.913034439086914 * mul_t(add_t(u1,u1),u1) + 1.2731060981750488 * n3_t(u1) + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 0.09020168334245682 * x1","add_t,add_t,mul_t,add_t,u1,u1,u1,n3_t,u1,sub_t,u1,add_t,u1,sub_t,u1,add_t,u1,sub_t,u1,x1",0.0017235557,False
0.9466140529955617,1,0,"0.1591382622718811 * n3_t(add_t(u1,u1)) + 2.106070041656494 * u1 + 0.09020168334245682 * x1 + 2.106070041656494 * u1 + -11.826068878173828 * n2_t(u1) + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1","sub_t,n3_t,add_t,u1,u1,add_t,sub_t,sub_t,add_t,u1,x1,add_t,u1,n2_t,u1,u1,sub_t,u1,u1",0.0017235556,False
0.9466140529955617,1,0,-11.826068878173828 * n2_t(u1) + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 1.2731060981750488 * n3_t(u1) + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 0.09020168334245682 * x1,"add_t,add_t,n2_t,u1,sub_t,u1,u1,sub_t,u1,add_t,n3_t,u1,add_t,u1,sub_t,u1,x1",0.0017235556,False
0.9466140529955617,1,0,"-11.826068878173828 * n2_t(u1) + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 0.1591382622718811 * n3_t(add_t(u1,u1)) + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 0.09020168334245682 * x1","add_t,sub_t,sub_t,n2_t,u1,u1,add_t,u1,n3_t,add_t,u1,u1,add_t,u1,sub_t,u1,sub_t,u1,x1",0.0017235557,False
0.9466140496304898,1,0,"-5.913034439086914 * mul_t(u1,u1) + -5.913034439086914 * n2_t(u1) + 0.6365530490875244 * n3_t(u1) + 3.5101165771484375 * u1 + 0.6365530490875244 * n3_t(u1) + 3.5101165771484375 * u1 + 3.5101165771484375 * u1 + 0.09020168334245682 * x1","sub_t,add_t,add_t,add_t,mul_t,u1,u1,n2_t,u1,n3_t,u1,u1,add_t,n3_t,u1,add_t,u1,add_t,u1,x1",0.001723556,False
0.9466140496304898,1,0,"0.09020168334245682 * x1 + 2.106070041656494 * u1 + 0.6365530490875244 * mul_t(n2_t(u1),add_t(u1,u1)) + -11.826068878173828 * n2_t(u1) + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1","sub_t,add_t,sub_t,sub_t,x1,u1,add_t,add_t,sub_t,mul_t,n2_t,u1,add_t,u1,u1,n2_t,u1,u1,u1,u1,u1",0.001723556,False
0.9466140496304898,1,0,"2.106070041656494 * u1 + 2.106070041656494 * u1 + 2.106070041656494 * u1 + -11.826068878173828 * n2_t(u1) + 2.106070041656494 * u1 + -1.2731060981750488 * n3_t(sub_t(sub_t(u1,u1),u1)) + 2.106070041656494 * u1 + 0.09020168334245682 * x1","add_t,sub_t,add_t,sub_t,add_t,add_t,u1,u1,u1,n2_t,u1,u1,add_t,n3_t,sub_t,sub_t,u1,u1,u1,u1,x1",0.001723556,False
