r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time
9.190164208412170410e-01,5.400063395500183105e-01,4.337923526763916016e-01,5.072342753410339355e-01,7.055555343627929688e+00,9.399999618530273438e+00,0.000000000000000000e+00,8.490000000000000000e+02,8.000000000000000000e+00,7.270000000000000000e+02,6.000000000000000000e+00,7.623209953308105469e-01,6.616950035095214844e-01,8.740000128746032715e-01,0.000000000000000000e+00,4.883366227149963379e-01,5.683782196044921875e+01
9.190164208412170410e-01,8.884467482566833496e-01,4.371286630630493164e-01,5.417969226837158203e-01,7.340136051177978516e+00,6.636363506317138672e+00,0.000000000000000000e+00,8.360000000000000000e+02,9.000000000000000000e+00,7.140000000000000000e+02,6.000000000000000000e+00,7.426625490188598633e-01,6.519083380699157715e-01,8.529999852180480957e-01,0.000000000000000000e+00,4.950000047683715820e-01,6.153129577636718750e+01
9.190164208412170410e-01,5.225095748901367188e-01,4.377205967903137207e-01,5.099657773971557617e-01,7.229166507720947266e+00,4.800000190734863281e+00,0.000000000000000000e+00,8.320000000000000000e+02,3.000000000000000000e+00,7.000000000000000000e+02,1.000000000000000000e+00,7.007187008857727051e-01,6.058493256568908691e-01,8.560000061988830566e-01,0.000000000000000000e+00,5.058600306510925293e-01,6.664808654785156250e+01
9.190164208412170410e-01,8.728386163711547852e-01,4.400058686733245850e-01,5.684635639190673828e-01,7.737931251525878906e+00,9.000000000000000000e+00,0.000000000000000000e+00,8.340000000000000000e+02,9.000000000000000000e+00,7.020000000000000000e+02,6.000000000000000000e+00,6.401239633560180664e-01,5.497656464576721191e-01,8.550000190734863281e-01,0.000000000000000000e+00,5.058600306510925293e-01,7.155022430419921875e+01
9.190164208412170410e-01,8.815292716026306152e-01,4.385886490345001221e-01,5.831853747367858887e-01,7.465240478515625000e+00,9.300000190734863281e+00,0.000000000000000000e+00,8.220000000000000000e+02,8.000000000000000000e+00,6.650000000000000000e+02,4.000000000000000000e+00,5.245501399040222168e-01,4.384116828441619873e-01,8.130000233650207520e-01,0.000000000000000000e+00,4.950000047683715820e-01,7.676286315917968750e+01
9.190164208412170410e-01,8.718417882919311523e-01,4.431408941745758057e-01,5.885171890258789062e-01,7.441441535949707031e+00,9.375000000000000000e+00,0.000000000000000000e+00,7.910000000000000000e+02,1.000000000000000000e+01,6.480000000000000000e+02,8.000000000000000000e+00,3.440638184547424316e-01,2.572685778141021729e-01,7.779999971389770508e-01,0.000000000000000000e+00,5.058600306510925293e-01,8.207134246826171875e+01
9.190164208412170410e-01,8.547431826591491699e-01,4.407538771629333496e-01,5.486518740653991699e-01,7.796875000000000000e+00,8.133333206176757812e+00,0.000000000000000000e+00,7.770000000000000000e+02,9.000000000000000000e+00,6.120000000000000000e+02,7.000000000000000000e+00,2.507633566856384277e-01,1.905676126480102539e-01,7.440000176429748535e-01,0.000000000000000000e+00,5.058600306510925293e-01,8.703038787841796875e+01
9.492543339729309082e-01,9.492543339729309082e-01,4.429887831211090088e-01,6.044928431510925293e-01,8.020408630371093750e+00,8.692307472229003906e+00,0.000000000000000000e+00,7.930000000000000000e+02,9.000000000000000000e+00,6.430000000000000000e+02,7.000000000000000000e+00,1.778812557458877563e-01,1.236480325460433960e-01,7.549999952316284180e-01,0.000000000000000000e+00,5.058600306510925293e-01,9.241974639892578125e+01
9.492543339729309082e-01,8.815292716026306152e-01,4.396420121192932129e-01,5.724973678588867188e-01,8.197026252746582031e+00,9.692307472229003906e+00,0.000000000000000000e+00,7.880000000000000000e+02,1.100000000000000000e+01,6.250000000000000000e+02,9.000000000000000000e+00,1.608522981405258179e-01,1.168714612722396851e-01,7.310000061988830566e-01,0.000000000000000000e+00,5.058600306510925293e-01,9.770327758789062500e+01
9.492543339729309082e-01,8.935646414756774902e-01,4.463254213333129883e-01,6.369786262512207031e-01,8.137404441833496094e+00,1.139999961853027344e+01,0.000000000000000000e+00,7.830000000000000000e+02,1.000000000000000000e+01,6.170000000000000000e+02,1.000000000000000000e+01,1.388858109712600708e-01,9.372657537460327148e-02,7.379999756813049316e-01,0.000000000000000000e+00,5.077100396156311035e-01,1.029209060668945312e+02
